veh,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,TTRAV,DIST,DRIVING_TIME,DRIVING_DIST,FARE,COMMISSION,REVENUE,PICKUP_DIST,TRAVEL_DIST,OPERATING_COST,PROFIT,LOST_PATIENCE
33,16.0,0.0,False,0,0,9266.0,148.0,0,399.0,0,880.0,0.0,480.0,2397.0,0,0,0,0,8029.0,2397.0,0.0,880.0,1027.0,3725.0,33.395,207,2.07,3277.0,32.77,3.114,0.6228,2.4912,8.8,10.870000000000001,0.5435000000000001,1.9477,False
34,8.0,0.0,False,0,0,11823.0,105.0,0,152.0,0,621.0,0.0,240.0,1429.0,0,0,0,0,7229.0,1429.0,0.0,621.0,497.0,4682.0,15.444,242,2.42,2050.0,20.5,3.6390000000000002,0.7278000000000001,2.9112000000000005,6.21,8.629999999999999,0.4315,2.4797000000000002,False
35,3.0,0.0,False,0,0,5856.0,30.0,0,116.0,0,445.0,0.0,90.0,407.0,0,0,0,0,14655.0,407.0,0.0,445.0,236.0,13567.0,7.369,293,2.93,852.0,8.52,4.404,0.8808,3.5232,4.45,7.380000000000001,0.36900000000000005,3.1542,False
36,5.0,0.0,False,0,0,8480.0,60.0,0,76.0,0,10242.0,0.0,138.0,1032.0,0,0,0,0,1571.0,1032.0,0.0,10242.0,274.0,-9977.0,12.396,169,1.69,11274.0,112.74000000000001,2.5469999999999997,0.5094,2.0376,102.42,104.11,5.205500000000001,-3.167900000000001,False
37,9.0,0.0,False,0,0,10309.0,75.0,0,828.0,0,519.0,0.0,270.0,2139.0,0,0,0,0,7459.0,2139.0,0.0,519.0,1173.0,3628.0,34.357,387,3.87,2658.0,26.580000000000002,5.811,1.1622000000000001,4.6488000000000005,5.19,9.06,0.45300000000000007,4.1958,False
38,19.0,0.0,False,0,0,7597.0,127.0,0,666.0,0,1537.0,180.0,570.0,3474.0,0,0,0,0,7448.0,3474.0,180.0,1537.0,1363.0,894.0,61.928,181,1.81,5011.0,50.11,2.721,0.5442,2.1768,15.370000000000001,17.18,0.859,1.3178,False
39,14.0,0.0,False,0,0,9513.0,135.0,0,528.0,0,643.0,180.0,420.0,2522.0,0,0,0,0,7658.0,2522.0,180.0,643.0,1083.0,3230.0,35.904,131,1.31,3165.0,31.650000000000002,1.965,0.393,1.572,6.43,7.74,0.387,1.185,False
40,10.0,0.0,False,0,0,9018.0,120.0,0,269.0,0,674.0,0.0,300.0,1897.0,0,0,0,0,9321.0,1897.0,0.0,674.0,689.0,6061.0,24.971,389,3.89,2571.0,25.71,5.847,1.1694000000000002,4.677600000000001,6.74,10.63,0.5315000000000001,4.146100000000001,False
41,4.0,0.0,False,0,0,431.0,30.0,0,149.0,0,169.0,180.0,120.0,1091.0,0,0,0,0,19429.0,1091.0,180.0,169.0,299.0,17690.0,17.479,242,2.42,1260.0,12.6,3.6434999999999995,0.7286999999999999,2.9147999999999996,1.69,4.109999999999999,0.2055,2.7093,False
42,8.0,0.0,False,0,0,7283.0,75.0,0,270.0,0,344.0,0.0,240.0,858.0,0,0,0,0,12529.0,858.0,0.0,344.0,585.0,10742.0,16.812,388,3.88,1202.0,12.02,5.8214999999999995,1.1643,4.6572,3.44,7.32,0.36600000000000005,4.2912,False
43,6.0,0.0,False,0,0,6638.0,60.0,0,105.0,0,1119.0,0.0,160.0,866.0,0,0,0,0,12651.0,866.0,0.0,1119.0,325.0,10341.0,13.798,363,3.63,1985.0,19.85,5.4555,1.0911,4.3644,11.19,14.82,0.7410000000000001,3.6233999999999997,False
44,2.0,0.0,False,0,0,12406.0,30.0,0,40.0,0,60.0,0.0,60.0,325.0,0,0,0,0,8678.0,325.0,0.0,60.0,130.0,8163.0,3.26,326,3.26,385.0,3.85,4.893,0.9786,3.9144,0.6,3.86,0.193,3.7214,False
45,9.0,0.0,False,0,0,10092.0,99.0,0,167.0,0,652.0,0.0,249.0,1371.0,0,0,0,0,8969.0,1371.0,0.0,652.0,515.0,6431.0,18.124,197,1.97,2023.0,20.23,2.9655,0.5931000000000001,2.3724000000000003,6.5200000000000005,8.49,0.42450000000000004,1.9479000000000002,False
46,20.0,0.0,False,0,0,8323.0,195.0,0,933.0,0,1135.0,0.0,600.0,2851.0,0,0,0,0,7562.0,2851.0,0.0,1135.0,1728.0,1848.0,46.021,317,3.17,3986.0,39.86,4.761,0.9522,3.8088,11.35,14.52,0.726,3.0828,False
47,6.0,0.0,False,0,0,11219.0,60.0,0,219.0,0,236.0,0.0,180.0,1029.0,0,0,0,0,8656.0,1029.0,0.0,236.0,459.0,6932.0,15.737,576,5.76,1265.0,12.65,8.6415,1.7283000000000002,6.913200000000001,2.36,8.12,0.40599999999999997,6.507200000000001,False
48,8.0,0.0,False,0,0,10438.0,69.0,0,280.0,0,1030.0,0.0,240.0,1411.0,0,0,0,0,8131.0,1411.0,0.0,1030.0,589.0,5101.0,24.632,412,4.12,2441.0,24.41,6.1875,1.2375,4.95,10.3,14.420000000000002,0.7210000000000001,4.229,False
49,14.0,0.0,False,0,0,8907.0,150.0,0,296.0,0,1185.0,0.0,395.0,2224.0,0,0,0,0,8442.0,2224.0,0.0,1185.0,841.0,4192.0,31.055,230,2.3,3409.0,34.09,3.4559999999999995,0.6911999999999999,2.7647999999999997,11.85,14.149999999999999,0.7075,2.0572999999999997,False
50,11.0,0.0,False,0,0,8267.0,105.0,0,468.0,0,1220.0,0.0,330.0,1535.0,0,0,0,0,9674.0,1535.0,0.0,1220.0,903.0,6016.0,25.73,185,1.85,2755.0,27.55,2.787,0.5574,2.2296,12.200000000000001,14.05,0.7025000000000001,1.5271,False
